user_id,region,register_date,age,gender
2990,5,26/02/22 08.58,19,F
3026,3,28/02/22 12.52,19,F
3053,1,01/03/22 05.44,19,F
3094,3,27/02/22 13.28,19,M
3154,2,01/03/22 08.20,19,F
3166,2,28/02/22 22.00,19,F
3199,2,02/03/22 08.06,19,F
3205,4,01/03/22 18.58,19,M
3217,2,01/03/22 09.29,19,F
3265,2,02/03/22 03.59,19,M
3291,1,01/03/22 11.13,19,M
3296,3,28/02/22 09.43,19,M
3305,2,01/03/22 15.28,19,M
3309,5,28/02/22 06.47,19,F
3339,1,02/03/22 21.51,19,M
3341,2,28/02/22 17.29,19,M
3346,1,02/03/22 22.17,19,M
3371,1,03/03/22 08.22,19,M
3392,2,02/03/22 19.30,19,F
3405,2,03/03/22 16.50,19,F
3409,3,03/03/22 02.06,19,M
3423,5,02/03/22 16.17,19,M
3431,3,02/03/22 15.33,19,F
3452,4,02/03/22 16.26,19,F
3464,1,02/03/22 16.20,19,M
3483,1,04/03/22 10.01,19,F
3509,4,04/03/22 07.15,19,F
3528,3,04/03/22 03.22,19,M
3541,2,02/03/22 20.46,19,F
3577,2,03/03/22 21.34,19,F
3589,2,04/03/22 20.09,19,M
3599,2,04/03/22 05.22,19,F
3638,2,06/03/22 01.56,19,F
3666,1,06/03/22 12.03,19,M
3680,3,06/03/22 14.27,19,F
3701,2,06/03/22 19.33,19,M
3713,2,06/03/22 06.46,19,F
3720,2,07/03/22 18.18,19,F
3740,2,08/03/22 05.02,19,M
3742,1,07/03/22 23.14,19,F
3745,2,05/03/22 22.14,19,F
3749,2,07/03/22 19.46,19,M
3753,2,08/03/22 00.38,19,M
3756,1,07/03/22 12.38,19,F
3758,2,06/03/22 04.43,19,F
3776,5,08/03/22 12.42,19,M
3779,3,08/03/22 03.01,19,M
3805,2,07/03/22 16.13,19,F
3816,2,08/03/22 06.56,19,M
3863,2,10/03/22 09.14,19,M
3906,1,12/03/22 09.36,19,M
3950,4,12/03/22 16.36,19,M
3966,1,11/03/22 23.30,19,F
4009,1,13/03/22 18.28,19,M
4041,1,14/03/22 04.12,19,M
4068,1,13/03/22 21.13,19,F
4070,1,13/03/22 20.49,19,M
4073,3,14/03/22 08.57,19,F
4104,1,14/03/22 19.04,19,M
4129,3,16/03/22 21.04,19,F
4200,4,16/03/22 15.53,19,M
4202,2,18/03/22 01.13,19,M
4223,2,17/03/22 03.03,19,F
4229,2,19/03/22 06.08,19,F
4239,3,16/03/22 20.57,19,F
4304,4,19/03/22 03.45,19,F
4361,1,20/03/22 18.46,19,F
4393,2,20/03/22 14.04,19,M
4412,2,21/03/22 14.42,19,M
4432,2,23/03/22 00.01,19,M
4464,1,23/03/22 21.56,19,F
4490,2,24/03/22 06.48,19,F
4505,1,25/03/22 00.10,19,M
4559,4,23/03/22 20.04,19,F
4581,2,24/03/22 22.03,19,M
4586,1,25/03/22 07.36,19,F
4610,3,26/03/22 06.16,19,F
4611,2,25/03/22 17.17,19,F
4615,2,25/03/22 22.17,19,M
4643,2,26/03/22 01.24,19,F
4644,2,23/03/22 16.33,19,F
4652,2,23/03/22 18.33,19,F
4659,2,25/03/22 07.53,19,F
4671,1,24/03/22 07.02,19,M
4675,4,25/03/22 05.03,19,F
4680,3,25/03/22 17.47,19,F
4758,3,27/03/22 05.35,19,F
4767,3,27/03/22 06.48,19,M
4773,4,27/03/22 05.38,19,M
4775,3,24/03/22 22.02,19,F
4795,2,27/03/22 04.39,19,F
4798,3,24/03/22 22.26,19,M
4799,2,26/03/22 02.51,19,F
4850,1,27/03/22 04.51,19,M
4879,2,28/03/22 16.04,19,F
4908,2,28/03/22 11.49,19,F
4920,5,28/03/22 03.26,19,F
4928,1,28/03/22 20.39,19,M
4936,2,27/03/22 06.56,19,F
4950,2,29/03/22 02.44,19,M
4959,5,28/03/22 14.45,19,F
4987,3,29/03/22 05.43,19,F
5004,2,29/03/22 06.45,19,F
5015,3,29/03/22 03.55,19,F
5030,4,28/03/22 20.36,19,F
5041,1,29/03/22 11.25,19,F
5052,3,30/03/22 13.41,19,M
5065,1,30/03/22 03.23,19,F
5067,1,30/03/22 00.38,19,M
5071,1,30/03/22 08.43,19,M
5083,2,28/03/22 05.27,19,M
5086,2,29/03/22 18.49,19,F
5109,3,29/03/22 19.01,19,F
5113,3,30/03/22 21.24,19,F
5125,3,31/03/22 00.38,19,F
5155,1,31/03/22 04.06,19,F
5191,3,31/03/22 22.23,19,F
5200,5,31/03/22 01.00,19,F
5246,3,31/03/22 07.08,19,M
5316,2,30/03/22 14.41,19,M
5323,2,31/03/22 03.41,19,F
5325,3,31/03/22 14.38,19,M
5351,3,31/03/22 05.51,19,F
5364,3,02/04/22 05.33,19,F
5368,2,31/03/22 13.57,19,M
5399,3,31/03/22 01.17,19,F
5424,2,31/03/22 18.25,19,F
5485,2,31/03/22 16.00,19,F
5508,2,01/04/22 19.15,19,M
5514,2,02/04/22 04.26,19,F
5515,2,03/04/22 10.21,19,M
5537,2,02/04/22 02.19,19,F
5558,2,02/04/22 06.59,19,M
5569,5,03/04/22 10.35,19,M
5583,2,02/04/22 06.52,19,M
5632,2,03/04/22 02.36,19,F
5662,4,04/04/22 17.08,19,M
5692,2,04/04/22 07.08,19,F
5693,3,05/04/22 13.46,19,F
5703,2,04/04/22 05.26,19,M
5705,2,05/04/22 12.32,19,F
5710,2,04/04/22 12.10,19,F
5737,1,06/04/22 08.41,19,F
5769,3,05/04/22 06.31,19,M
5804,2,07/04/22 10.02,19,F
5830,3,06/04/22 12.56,19,F
5865,4,08/04/22 05.56,19,M
5870,3,06/04/22 04.55,19,F
5908,1,07/04/22 19.59,19,M
5929,2,08/04/22 03.00,19,F
5959,2,08/04/22 20.31,19,M
5982,1,09/04/22 13.36,19,M
5998,2,09/04/22 04.03,19,M
6013,1,10/04/22 00.14,19,F
6018,2,09/04/22 22.40,19,M
6030,5,09/04/22 07.35,19,F
6032,4,09/04/22 09.01,19,F
6033,2,08/04/22 08.39,19,M
6034,3,10/04/22 00.04,19,M
6045,1,10/04/22 07.26,19,F
6065,4,09/04/22 10.52,19,F
6074,2,10/04/22 21.40,19,M
6100,1,11/04/22 09.09,19,M
6107,3,11/04/22 19.34,19,F
6180,2,12/04/22 20.06,19,M
6183,2,11/04/22 22.57,19,F
6186,3,12/04/22 01.47,19,F
6187,2,12/04/22 07.21,19,M
6189,1,12/04/22 16.51,19,M
6196,2,13/04/22 14.45,19,M
6198,3,13/04/22 15.29,19,F
6235,3,12/04/22 07.14,19,F
6251,3,14/04/22 17.07,19,M
6253,4,14/04/22 01.33,19,F
6261,1,13/04/22 15.02,19,F
6274,1,15/04/22 07.55,19,F
6290,4,13/04/22 20.29,19,F
6308,2,14/04/22 01.59,19,M
6326,4,15/04/22 22.24,19,F
6333,2,16/04/22 10.00,19,M
6337,2,15/04/22 08.58,19,F
6350,2,14/04/22 18.07,19,M
6362,2,16/04/22 14.42,19,F
6369,3,15/04/22 11.59,19,M
6370,2,17/04/22 02.02,19,F
6379,2,17/04/22 09.13,19,F
6383,2,17/04/22 13.42,19,F
6397,2,17/04/22 13.48,19,F
6401,3,16/04/22 03.41,19,F
6411,4,15/04/22 15.36,19,F
6418,3,17/04/22 03.09,19,F
6449,3,17/04/22 14.10,19,M
6450,2,16/04/22 23.53,19,F
6482,2,17/04/22 21.49,19,M
6505,1,18/04/22 10.18,19,F
6526,1,17/04/22 23.14,19,M
6570,5,20/04/22 18.40,19,F
6571,3,17/04/22 19.32,19,M
6576,3,20/04/22 15.57,19,M
6643,2,20/04/22 19.26,19,M
6651,1,21/04/22 10.33,19,M
6713,1,22/04/22 18.09,19,F
6718,2,20/04/22 21.55,19,M
6732,1,22/04/22 20.20,19,F
6734,5,21/04/22 17.49,19,M
6759,3,22/04/22 18.39,19,M
6762,2,23/04/22 06.47,19,F
6768,2,21/04/22 16.23,19,F
6809,5,23/04/22 19.37,19,M
6823,2,24/04/22 03.26,19,M
6828,2,24/04/22 00.29,19,M
6832,5,23/04/22 02.16,19,F
6889,2,24/04/22 04.47,19,M
6906,3,25/04/22 12.15,19,F
6928,2,24/04/22 19.10,19,F
6929,3,25/04/22 00.59,19,M
6939,2,25/04/22 16.57,19,M
6959,1,26/04/22 02.43,19,F
6968,1,24/04/22 16.11,19,F
7005,3,24/04/22 17.19,19,M
7007,2,25/04/22 21.06,19,M
7013,4,25/04/22 16.51,19,F
7014,2,25/04/22 10.18,19,M
7081,1,25/04/22 13.11,19,F
7089,2,27/04/22 03.05,19,M
7103,2,24/04/22 12.56,19,F
7107,3,26/04/22 14.52,19,M
7109,4,24/04/22 15.41,19,M
7143,3,26/04/22 10.00,19,F
7148,5,27/04/22 03.47,19,F
7157,2,27/04/22 01.08,19,F
7188,2,27/04/22 10.23,19,F
7197,2,27/04/22 15.56,19,M
7221,2,28/04/22 04.23,19,F
7245,2,26/04/22 22.46,19,M
7262,3,28/04/22 09.58,19,F
7293,2,29/04/22 03.55,19,F
7299,1,26/04/22 17.21,19,F
7303,2,29/04/22 00.39,19,M
7332,3,28/04/22 18.10,19,F
7337,3,29/04/22 17.53,19,M
7341,2,28/04/22 23.21,19,M
7354,2,29/04/22 17.00,19,F
7386,1,29/04/22 07.32,19,F
7393,4,30/04/22 06.53,19,M
7400,1,28/04/22 15.32,19,F
7415,2,29/04/22 00.06,19,M
7443,2,29/04/22 17.52,19,M
7477,4,30/04/22 05.38,19,M
7488,1,27/04/22 20.56,19,M
7507,2,29/04/22 07.27,19,F
7548,2,29/04/22 11.44,19,M
7555,2,30/04/22 19.07,19,F
7589,1,29/04/22 01.07,19,F
7612,2,30/04/22 18.26,19,M
7619,3,30/04/22 07.37,19,M
7620,3,01/05/22 04.38,19,F
7625,2,30/04/22 15.22,19,F
7673,4,01/05/22 02.47,19,M
7681,1,30/04/22 22.15,19,M
7703,2,30/04/22 11.40,19,F
7707,4,01/05/22 03.25,19,F
7713,1,30/04/22 05.01,19,M
7714,4,29/04/22 13.46,19,F
7729,1,01/05/22 18.34,19,F
7747,3,30/04/22 20.34,19,F
7775,2,29/04/22 12.53,19,M
7785,2,01/05/22 23.18,19,F
7788,2,29/04/22 09.18,19,M
7823,3,02/05/22 02.03,19,F
7844,2,02/05/22 04.03,19,F
7851,1,29/04/22 23.08,19,M
7871,5,01/05/22 21.42,19,F
7874,2,02/05/22 18.10,19,F
7880,2,02/05/22 18.49,19,F
7886,1,01/05/22 18.08,19,F
7904,2,03/05/22 04.52,19,F
7907,4,02/05/22 18.53,19,F
7923,4,01/05/22 23.59,19,F
7969,2,02/05/22 20.19,19,F
7999,2,02/05/22 16.33,19,M
8007,3,03/05/22 11.27,19,M
8019,2,02/05/22 07.11,19,M
8035,4,04/05/22 14.34,19,M
8064,2,04/05/22 15.05,19,F
8111,1,04/05/22 20.20,19,M
8126,1,05/05/22 14.32,19,F
8135,3,05/05/22 05.32,19,F
8137,2,05/05/22 21.05,19,M
8143,2,04/05/22 22.39,19,F
8144,3,05/05/22 20.15,19,F
8171,2,04/05/22 23.51,19,F
8189,3,05/05/22 00.50,19,F
8243,1,05/05/22 22.48,19,M
8253,3,07/05/22 09.28,19,F
8266,3,06/05/22 11.14,19,F
8292,2,07/05/22 08.42,19,F
8306,2,06/05/22 10.21,19,F
8323,3,05/05/22 18.18,19,F
8357,2,07/05/22 20.17,19,F
8359,3,07/05/22 12.13,19,M
8392,2,08/05/22 03.24,19,F
8398,3,06/05/22 03.49,19,M
8410,5,08/05/22 16.30,19,F
8412,3,08/05/22 14.49,19,M
8417,1,09/05/22 04.27,19,F
8420,1,09/05/22 03.06,19,F
8452,2,08/05/22 17.08,19,F
8468,1,10/05/22 00.07,19,F
8471,3,10/05/22 01.56,19,M
8476,2,09/05/22 09.12,19,M
8496,2,07/05/22 23.21,19,F
8511,2,09/05/22 12.00,19,M
8554,1,11/05/22 09.26,19,F
8557,3,10/05/22 23.37,19,M
8570,2,10/05/22 08.37,19,F
8595,1,11/05/22 20.35,19,F
8615,3,11/05/22 18.30,19,M
8630,3,13/05/22 02.12,19,F
8631,2,11/05/22 13.42,19,F
8635,2,12/05/22 07.18,19,F
8636,3,11/05/22 21.27,19,M
8644,5,11/05/22 17.37,19,M
8662,2,12/05/22 09.15,19,F
8664,1,13/05/22 15.09,19,M
8668,4,13/05/22 08.45,19,F
8676,1,12/05/22 07.12,19,F
8694,2,12/05/22 06.51,19,M
8695,4,12/05/22 08.33,19,F
8703,1,14/05/22 00.27,19,F
8712,3,14/05/22 03.46,19,F
8742,3,14/05/22 19.58,19,M
8744,1,13/05/22 07.43,19,F
8748,2,14/05/22 01.20,19,F
8753,4,14/05/22 01.25,19,M
8756,2,13/05/22 23.45,19,F
8767,2,15/05/22 15.16,19,M
8770,3,14/05/22 01.01,19,F
8787,2,15/05/22 01.13,19,F
8792,1,16/05/22 06.30,19,M
8796,1,15/05/22 19.57,19,F
8811,4,14/05/22 22.54,19,M
8812,2,14/05/22 04.51,19,M
8819,5,15/05/22 01.30,19,M
8826,1,17/05/22 04.36,19,M
8843,4,16/05/22 04.11,19,M
8860,4,16/05/22 01.09,19,F
8863,2,15/05/22 23.56,19,F
8873,1,17/05/22 20.05,19,M
8893,1,18/05/22 07.59,19,F
8895,3,17/05/22 14.06,19,M
8907,2,17/05/22 02.25,19,F
8910,2,18/05/22 03.40,19,F
8913,2,17/05/22 10.18,19,F
8916,1,16/05/22 23.38,19,M
8926,5,16/05/22 10.18,19,M
8928,3,17/05/22 09.09,19,F
8930,5,17/05/22 18.44,19,M
8942,1,18/05/22 09.13,19,F
8947,1,16/05/22 20.37,19,M
8978,2,19/05/22 20.58,19,F
9007,5,19/05/22 16.24,19,M
9013,2,18/05/22 13.48,19,F
9040,2,18/05/22 04.33,19,M
9046,2,19/05/22 12.07,19,F
9053,5,19/05/22 23.50,19,F
9060,2,19/05/22 01.17,19,M
9082,2,19/05/22 04.14,19,F
9087,2,21/05/22 03.54,19,F
9103,2,20/05/22 11.18,19,M
9107,5,21/05/22 18.38,19,F
9119,4,19/05/22 23.44,19,F
9130,1,21/05/22 04.30,19,F
9140,2,20/05/22 20.43,19,F
9157,1,22/05/22 00.10,19,F
9160,4,20/05/22 20.51,19,F
9165,2,22/05/22 14.39,19,M
9171,1,22/05/22 20.00,19,M
9186,4,21/05/22 17.16,19,M
9190,2,22/05/22 16.06,19,F
9201,2,23/05/22 01.13,19,F
9227,1,23/05/22 17.35,19,F
9233,3,23/05/22 11.00,19,M
9274,3,24/05/22 13.52,19,F
9288,1,24/05/22 08.49,19,F
9291,2,23/05/22 08.25,19,F
9300,2,23/05/22 16.40,19,F
9329,1,22/05/22 23.53,19,F
9340,3,23/05/22 12.20,19,F
9341,5,25/05/22 00.36,19,F
9348,1,23/05/22 21.19,19,F
9416,2,25/05/22 19.47,19,F
9439,2,24/05/22 18.02,19,M
9440,2,25/05/22 16.54,19,M
9482,2,24/05/22 15.23,19,F
9488,1,25/05/22 16.14,19,M
9500,3,24/05/22 11.16,19,F
9520,5,25/05/22 20.24,19,F
9521,2,25/05/22 04.43,19,F
9523,2,25/05/22 11.27,19,F
9526,2,26/05/22 19.55,19,M
9529,4,25/05/22 13.41,19,M
9546,4,26/05/22 09.56,19,F
9556,3,25/05/22 16.15,19,F
9559,4,25/05/22 02.48,19,M
9564,2,25/05/22 15.20,19,F
9610,3,26/05/22 16.19,19,F
9620,4,25/05/22 00.16,19,F
9633,2,27/05/22 18.52,19,M
9653,3,25/05/22 08.15,19,M
9657,2,27/05/22 23.24,19,F
9668,1,26/05/22 02.21,19,F
9687,2,27/05/22 10.57,19,F
9694,2,27/05/22 03.09,19,F
9700,2,27/05/22 15.16,19,F
9703,3,28/05/22 06.31,19,M
9711,2,27/05/22 13.38,19,F
9731,2,26/05/22 08.24,19,F
9734,2,27/05/22 22.44,19,M
9738,2,25/05/22 15.20,19,M
9782,4,28/05/22 12.53,19,F
9804,4,26/05/22 08.36,19,M
9823,2,27/05/22 11.50,19,F
9856,1,28/05/22 21.08,19,M
9863,2,29/05/22 11.53,19,M
9869,2,28/05/22 04.39,19,M
9872,3,27/05/22 21.01,19,M
9900,2,29/05/22 05.54,19,M
9929,1,29/05/22 13.43,19,M
9930,2,28/05/22 04.57,19,M
9939,3,29/05/22 21.49,19,M
9943,4,29/05/22 09.19,19,M
9946,2,28/05/22 20.55,19,F
9968,2,28/05/22 15.27,19,F
9974,3,27/05/22 17.15,19,M
9978,2,27/05/22 18.47,19,F
9992,2,28/05/22 18.30,19,F
9998,1,27/05/22 22.15,19,M
10005,3,29/05/22 21.51,19,F
10012,1,30/05/22 16.38,19,F
10013,2,30/05/22 18.59,19,F
10025,3,30/05/22 02.57,19,F
10036,5,30/05/22 04.20,19,F
10074,2,30/05/22 09.16,19,F
10107,2,31/05/22 17.49,19,F
10115,2,31/05/22 13.07,19,M
10119,1,31/05/22 12.58,19,F
10123,2,31/05/22 06.04,19,M
10124,3,31/05/22 09.06,19,F
10173,2,31/05/22 14.29,19,F
10182,2,01/06/22 11.53,19,M
10205,3,30/05/22 19.16,19,F
10234,4,31/05/22 09.15,19,M
10238,2,01/06/22 13.19,19,M
10246,1,01/06/22 17.22,19,F
10250,2,30/05/22 05.38,19,F
10272,2,01/06/22 22.08,19,M
10309,2,30/05/22 23.27,19,F
10330,2,02/06/22 15.42,19,F
10337,2,02/06/22 12.04,19,M
10342,3,02/06/22 07.46,19,M
10352,4,02/06/22 01.14,19,F
10371,1,02/06/22 18.37,19,M
10382,2,01/06/22 21.29,19,M
10383,2,02/06/22 04.29,19,M
10388,2,02/06/22 10.58,19,M
10411,5,02/06/22 20.30,19,M
10421,3,01/06/22 07.50,19,F
10429,5,01/06/22 18.34,19,F
10449,5,02/06/22 14.38,19,F
10453,1,02/06/22 22.19,19,F
10463,2,03/06/22 10.22,19,F
10465,1,03/06/22 00.08,19,M
10471,1,03/06/22 11.46,19,F
10482,2,02/06/22 13.26,19,F
10486,2,02/06/22 09.54,19,M
10497,4,02/06/22 10.25,19,M
10499,3,03/06/22 21.09,19,F
10502,2,03/06/22 10.28,19,F
10514,4,04/06/22 05.46,19,M
10521,1,03/06/22 19.43,19,M
10522,2,03/06/22 22.13,19,M
10557,2,03/06/22 19.52,19,F
10560,5,04/06/22 01.25,19,M
10569,2,03/06/22 01.48,19,M
10589,2,02/06/22 11.35,19,M
10590,2,04/06/22 08.18,19,F
10595,2,04/06/22 07.40,19,F
10613,4,03/06/22 01.33,19,F
10636,3,04/06/22 02.12,19,F
10648,3,03/06/22 19.55,19,F
10649,2,04/06/22 09.55,19,F
10650,5,05/06/22 03.34,19,M
10654,2,04/06/22 17.03,19,F
10662,2,03/06/22 14.02,19,F
10663,2,05/06/22 15.36,19,F
10668,5,04/06/22 15.59,19,M
10680,2,04/06/22 06.43,19,F
10687,2,05/06/22 21.30,19,M
10756,1,03/06/22 23.41,19,F
10761,1,06/06/22 00.11,19,F
10764,2,07/06/22 00.39,19,M
10794,3,07/06/22 06.05,19,F
10805,4,06/06/22 14.49,19,M
10817,2,05/06/22 23.53,19,F
10825,2,06/06/22 21.58,19,M
10841,3,06/06/22 21.48,19,M
10859,3,06/06/22 11.24,19,M
10879,2,06/06/22 16.58,19,F
10886,1,08/06/22 14.48,19,F
10897,3,07/06/22 16.31,19,M
10898,3,08/06/22 00.00,19,M
10900,2,07/06/22 06.52,19,F
10909,2,08/06/22 06.47,19,M
10913,2,07/06/22 13.14,19,M
10928,5,09/06/22 01.38,19,M
10930,2,08/06/22 23.21,19,F
10939,2,08/06/22 01.19,19,M
10966,3,07/06/22 22.43,19,M
10990,2,08/06/22 16.44,19,M
11011,1,09/06/22 07.50,19,M
11012,2,10/06/22 16.25,19,M
11028,3,09/06/22 22.48,19,F
11036,1,08/06/22 07.36,19,F
11045,2,10/06/22 16.34,19,M
11055,4,11/06/22 06.36,19,F
11073,1,09/06/22 10.07,19,M
11075,4,09/06/22 12.13,19,F
11077,1,11/06/22 09.06,19,F
11078,3,09/06/22 03.08,19,M
11081,2,10/06/22 07.15,19,F
11084,3,11/06/22 06.03,19,F
11104,4,10/06/22 18.22,19,F
11111,2,11/06/22 23.02,19,M
11116,4,12/06/22 06.28,19,F
11122,5,10/06/22 21.04,19,M
11132,1,12/06/22 12.42,19,F
11136,2,11/06/22 22.14,19,M
11156,3,11/06/22 17.40,19,F
11165,1,11/06/22 19.21,19,F
11169,2,13/06/22 03.46,19,M
11170,3,11/06/22 17.16,19,F
11195,2,11/06/22 22.29,19,F
11204,2,11/06/22 07.01,19,M
11212,1,13/06/22 10.15,19,F
11215,2,13/06/22 20.31,19,M
11221,2,14/06/22 06.27,19,F
11241,2,13/06/22 12.55,19,M
11250,2,12/06/22 08.20,19,F
11251,1,14/06/22 10.30,19,F
11252,2,15/06/22 04.32,19,F
11256,1,14/06/22 10.32,19,M
11258,3,14/06/22 14.47,19,F
11267,3,13/06/22 22.59,19,F
11270,3,15/06/22 07.29,19,F
11285,1,15/06/22 00.41,19,F
11328,3,16/06/22 11.12,19,M
11354,2,15/06/22 16.23,19,M
11395,2,16/06/22 07.15,19,F
11400,2,16/06/22 11.52,19,M
11412,1,16/06/22 03.43,19,F
11413,2,18/06/22 01.14,19,F
11416,2,15/06/22 19.01,19,F
11448,3,19/06/22 05.20,19,F
11458,3,19/06/22 00.06,19,F
11465,2,18/06/22 20.47,19,F
11466,1,18/06/22 07.53,19,F
11467,2,17/06/22 13.52,19,M
11471,1,18/06/22 13.16,19,F
11476,2,17/06/22 06.29,19,F
11495,2,17/06/22 06.15,19,F
11503,2,19/06/22 12.15,19,M
11509,4,19/06/22 00.58,19,M
11521,2,19/06/22 05.20,19,M
11532,2,19/06/22 07.41,19,F
11562,2,18/06/22 02.36,19,M
11580,3,20/06/22 07.27,19,F
11590,1,21/06/22 00.55,19,F
11594,3,21/06/22 08.35,19,M
11606,5,21/06/22 14.10,19,F
11613,2,20/06/22 03.44,19,F
11620,2,19/06/22 22.02,19,F
11633,3,21/06/22 17.23,19,F
11644,2,21/06/22 18.44,19,F
11649,2,21/06/22 07.43,19,F
11660,1,20/06/22 05.19,19,M
11667,2,22/06/22 07.22,19,F
11706,3,22/06/22 18.14,19,F
11716,2,22/06/22 07.09,19,F
11722,2,21/06/22 22.11,19,F
11725,2,22/06/22 05.36,19,F
11741,2,21/06/22 14.45,19,F
11750,1,21/06/22 06.40,19,M
11752,3,23/06/22 13.56,19,F
11760,2,24/06/22 06.07,19,M
11774,2,24/06/22 13.33,19,F
11776,3,22/06/22 17.39,19,F
11814,3,25/06/22 00.44,19,F
11832,4,23/06/22 19.47,19,F
11843,1,23/06/22 17.53,19,M
11868,2,24/06/22 13.08,19,F
11872,1,24/06/22 05.28,19,M
11881,3,24/06/22 20.39,19,F
11887,2,25/06/22 06.06,19,M
11891,5,24/06/22 07.21,19,F
11892,3,24/06/22 16.40,19,F
11904,2,25/06/22 07.33,19,M
11914,2,24/06/22 21.46,19,F
11937,2,24/06/22 07.08,19,F
11977,2,25/06/22 12.47,19,F
11991,2,25/06/22 22.08,19,M
11996,4,25/06/22 23.56,19,F
12005,2,25/06/22 08.42,19,F
