transaction_id,session_id,paid_time,complete,user_id,payment_method,total_amount
471,1308,09/01/22 11.43,1,432,1,48000
472,1316,09/01/22 12.43,1,433,1,100000
474,1322,09/01/22 13.18,0,118,1,53000
475,1324,09/01/22 13.29,1,435,1,214000
476,1327,09/01/22 13.39,1,436,1,54000
477,1331,09/01/22 14.22,1,437,1,28000
478,1334,09/01/22 15.00,1,438,1,528000
481,1339,09/01/22 16.05,1,441,1,22000
483,1347,09/01/22 18.00,1,443,1,164000
487,1359,09/01/22 19.55,1,447,1,220000
488,1360,09/01/22 20.11,1,448,1,78000
489,1363,09/01/22 20.26,1,449,1,235000
491,1367,09/01/22 20.52,1,451,1,260000
494,1374,09/01/22 21.48,1,454,1,154000
495,1375,09/01/22 22.01,1,455,1,41000
497,1382,10/01/22 04.33,0,352,1,42000
499,1395,10/01/22 06.55,1,458,1,68000
500,1399,10/01/22 07.23,1,459,1,30000
502,1402,10/01/22 07.31,1,461,1,312000
509,1428,10/01/22 13.30,1,467,1,150000
510,1427,10/01/22 13.31,1,466,1,125000
511,1434,10/01/22 14.11,1,468,1,377000
512,1436,10/01/22 14.31,1,469,1,76000
514,1446,10/01/22 17.32,1,471,1,88000
516,1451,10/01/22 18.37,1,473,1,214000
517,1452,10/01/22 18.38,1,474,1,60000
522,1464,10/01/22 20.46,1,479,1,60000
523,1467,10/01/22 20.54,1,480,1,197000
524,1469,10/01/22 20.57,1,481,1,86000
530,1482,10/01/22 23.48,1,487,1,473000
534,1493,11/01/22 07.21,1,491,1,302000
538,1505,11/01/22 10.51,1,495,1,327000
543,1513,11/01/22 13.59,1,500,1,100000
544,1515,11/01/22 14.13,1,501,1,80000
546,1521,11/01/22 17.08,1,503,1,268000
552,1534,11/01/22 19.05,1,509,1,79000
555,1542,11/01/22 20.43,1,512,1,76000
565,1561,12/01/22 04.30,1,519,1,123000
568,1571,12/01/22 06.59,1,522,1,154000
573,1586,12/01/22 11.50,1,527,1,59000
574,1587,12/01/22 11.57,1,528,1,76000
575,1598,12/01/22 14.54,1,529,1,106000
581,1625,12/01/22 21.01,1,535,1,242000
584,1636,13/01/22 00.23,1,538,1,197000
589,1644,13/01/22 04.50,1,543,1,178000
592,1666,13/01/22 08.09,1,546,1,35000
594,1673,13/01/22 11.14,1,548,1,54000
600,1686,13/01/22 13.20,1,553,1,120000
604,1697,13/01/22 17.06,1,557,1,152000
609,1713,13/01/22 20.39,1,562,1,104000
612,1716,13/01/22 21.01,0,129,1,109000
613,1717,13/01/22 21.16,1,565,1,28000
614,1718,13/01/22 21.21,1,566,1,90000
615,1720,13/01/22 21.24,1,567,1,270000
618,1729,13/01/22 22.44,1,570,1,223000
619,1737,14/01/22 06.54,1,571,1,91000
620,1740,14/01/22 07.23,1,572,1,90000
623,1750,14/01/22 09.41,1,575,1,43000
625,1754,14/01/22 12.35,1,577,1,121000
629,1763,14/01/22 14.15,1,581,1,180000
631,1782,14/01/22 19.43,1,583,1,283000
634,1795,14/01/22 21.39,1,586,1,31000
637,1802,15/01/22 00.35,1,589,1,72000
638,1803,15/01/22 02.55,1,590,1,62000
639,1804,15/01/22 05.23,1,591,1,94000
641,1807,15/01/22 06.31,1,593,1,68000
644,1812,15/01/22 07.00,1,596,1,206000
646,1815,15/01/22 07.21,1,599,1,70000
647,1814,15/01/22 07.21,1,598,1,188000
649,1820,15/01/22 08.35,1,600,1,10000
654,1830,15/01/22 10.38,1,604,1,85000
656,1832,15/01/22 10.58,1,606,1,422000
659,1840,15/01/22 12.05,0,456,1,136000
660,1841,15/01/22 12.30,1,608,1,50000
661,1842,15/01/22 12.36,1,609,1,222000
667,1859,15/01/22 14.59,1,615,1,86000
669,1863,15/01/22 15.55,1,617,1,123000
670,1865,15/01/22 16.06,1,618,1,219000
671,1866,15/01/22 16.29,1,619,1,20000
673,1867,15/01/22 16.37,1,620,1,222000
676,1872,15/01/22 17.16,1,624,1,167000
678,1876,15/01/22 17.44,1,626,1,305000
679,1881,15/01/22 18.29,1,627,1,354000
680,1888,15/01/22 19.35,1,628,1,40000
683,1901,15/01/22 22.16,1,631,1,95000
684,1902,15/01/22 22.19,1,632,1,384000
686,1904,15/01/22 22.53,1,634,1,104000
688,1905,15/01/22 23.24,1,635,1,80000
690,1914,16/01/22 05.27,1,636,1,435000
692,1921,16/01/22 08.26,1,638,1,86000
697,1929,16/01/22 09.41,1,643,1,55000
702,1952,16/01/22 13.53,1,648,1,60000
703,1953,16/01/22 13.54,1,649,1,63000
706,1961,16/01/22 16.04,1,652,1,77000
709,1973,16/01/22 17.53,1,655,1,195000
711,1978,16/01/22 18.58,1,656,1,96000
715,1988,16/01/22 21.04,1,660,1,769000
716,1994,17/01/22 00.58,1,661,1,110000
717,1995,17/01/22 01.44,1,662,1,319000
718,1996,17/01/22 02.30,0,29,1,167000
720,2000,17/01/22 04.13,1,663,1,152000
721,2008,17/01/22 06.37,1,351,1,54000
722,2009,17/01/22 06.49,1,664,1,74000
725,2022,17/01/22 08.07,1,667,1,125000
729,2040,17/01/22 15.04,1,671,1,128000
739,2070,17/01/22 20.24,1,680,1,42000
740,2075,17/01/22 22.06,1,681,1,34000
741,2077,17/01/22 23.02,1,682,1,70000
742,2079,18/01/22 00.41,1,683,1,359000
745,2083,18/01/22 04.11,1,686,1,40000
746,2085,18/01/22 04.55,1,687,1,437000
748,2088,18/01/22 05.20,1,689,1,83000
749,2095,18/01/22 06.22,1,690,1,62000
750,2098,18/01/22 07.08,1,691,1,164000
756,2114,18/01/22 10.46,1,696,1,123000
759,2120,18/01/22 12.53,1,699,1,34000
765,2128,18/01/22 14.05,1,705,1,354000
767,2139,18/01/22 15.35,1,707,1,63000
776,2171,18/01/22 19.47,1,714,1,392000
779,2176,18/01/22 20.47,1,716,1,65000
784,2195,19/01/22 02.17,0,515,1,113000
788,2207,19/01/22 06.12,1,723,1,53000
795,2224,19/01/22 08.02,1,731,1,323000
803,2236,19/01/22 10.00,1,739,1,357000
804,2238,19/01/22 11.26,1,740,1,115000
805,2239,19/01/22 11.33,1,741,1,166000
808,2245,19/01/22 12.21,1,744,1,67000
812,2261,19/01/22 14.25,1,749,1,20000
815,2268,19/01/22 16.00,1,751,1,100000
818,2274,19/01/22 17.54,1,754,1,108000
819,2280,19/01/22 18.14,1,755,1,50000
820,2282,19/01/22 18.24,1,756,1,38000
822,2288,19/01/22 18.57,1,758,1,400000
825,2298,19/01/22 19.44,1,761,1,78000
826,2301,19/01/22 19.53,0,694,1,508000
828,2311,19/01/22 21.26,1,763,1,121000
831,2317,19/01/22 22.43,1,766,1,36000
834,2330,20/01/22 06.44,1,769,1,381000
837,2345,20/01/22 09.31,0,193,1,51000
839,2352,20/01/22 10.48,1,773,1,316000
840,2354,20/01/22 10.57,1,775,1,131000
842,2356,20/01/22 11.21,1,776,1,65000
846,2368,20/01/22 14.45,1,780,1,246000
848,2373,20/01/22 16.48,1,137,1,118000
854,2380,20/01/22 19.06,1,787,1,657000
858,2389,20/01/22 20.19,1,791,1,31000
859,2393,20/01/22 21.02,0,724,1,254000
864,2417,21/01/22 06.37,1,796,1,86000
867,2426,21/01/22 07.42,1,799,1,91000
876,2456,21/01/22 13.27,1,807,1,664000
879,2462,21/01/22 13.57,1,468,1,495000
881,2464,21/01/22 14.43,1,811,1,83000
882,2466,21/01/22 15.06,1,812,1,92000
883,2469,21/01/22 16.19,1,813,1,558000
885,2473,21/01/22 17.56,1,815,1,105000
886,2475,21/01/22 18.03,1,817,1,104000
892,2491,21/01/22 20.11,1,822,1,31000
899,2517,22/01/22 05.24,1,828,1,86000
900,2520,22/01/22 05.43,1,829,1,90000
902,2526,22/01/22 06.40,1,831,1,646000
904,2535,22/01/22 07.38,1,396,1,144000
905,2537,22/01/22 07.49,1,833,1,87000
909,2551,22/01/22 10.29,1,837,1,83000
911,2555,22/01/22 12.07,1,839,1,242000
917,2573,22/01/22 14.04,1,845,1,273000
920,2585,22/01/22 15.42,1,849,1,47000
924,2588,22/01/22 16.06,1,852,1,470000
925,2591,22/01/22 16.37,1,853,1,180000
926,2593,22/01/22 17.03,1,854,1,83000
928,2601,22/01/22 18.09,1,856,1,170000
931,2610,22/01/22 20.06,1,859,1,265000
932,2612,22/01/22 20.15,1,860,1,95000
936,2626,22/01/22 21.40,1,864,1,44000
942,2640,23/01/22 01.14,1,870,1,133000
946,2651,23/01/22 06.13,1,874,1,110000
948,2653,23/01/22 06.29,1,876,1,167000
950,2655,23/01/22 06.46,1,878,1,66000
951,2657,23/01/22 06.57,1,879,1,160000
957,2674,23/01/22 09.49,1,883,1,58000
960,2682,23/01/22 10.56,1,886,1,22000
963,2689,23/01/22 11.59,1,890,1,43000
969,2701,23/01/22 13.09,1,895,1,265000
976,2721,23/01/22 15.23,1,902,1,120000
980,2733,23/01/22 17.18,1,906,1,348000
982,2735,23/01/22 17.47,1,908,1,160000
986,2745,23/01/22 19.03,1,912,1,75000
987,2747,23/01/22 19.15,1,913,1,118000
988,2750,23/01/22 19.53,1,914,1,78000
989,2752,23/01/22 20.03,1,915,1,33000
991,2756,23/01/22 20.49,1,917,1,123000
992,2758,23/01/22 21.28,1,918,1,760000
994,2761,23/01/22 22.29,1,920,1,58000
995,2763,23/01/22 22.32,1,921,1,112000
1005,2800,24/01/22 08.34,1,931,1,112000
1007,2806,24/01/22 10.50,1,932,1,270000
1013,2819,24/01/22 13.11,0,237,1,69000
1014,2820,24/01/22 13.20,1,938,1,318000
1016,2825,24/01/22 13.50,1,940,1,20000
1019,2831,24/01/22 14.42,1,943,1,498000
1022,2837,24/01/22 15.53,1,946,1,336000
1025,2848,24/01/22 18.45,1,949,1,85000
1026,2854,24/01/22 19.07,1,231,1,192000
1027,2855,24/01/22 19.20,1,950,1,186000
1028,2858,24/01/22 19.29,1,951,1,740000
1029,2861,24/01/22 19.55,0,732,1,63000
1039,2909,25/01/22 06.01,1,960,1,62000
1048,2923,25/01/22 07.11,1,968,1,55000
1050,2937,25/01/22 08.01,1,970,1,48000
1051,2941,25/01/22 08.20,1,971,1,38000
1053,2945,25/01/22 08.48,1,973,1,56000
1058,2966,25/01/22 11.11,1,978,1,72000
1060,2976,25/01/22 12.35,1,980,1,108000
1061,2977,25/01/22 12.41,1,981,1,75000
1065,2991,25/01/22 13.48,0,88,1,118000
1068,2998,25/01/22 14.44,1,987,1,206000
1073,3006,25/01/22 16.16,1,992,1,300000
1078,3021,25/01/22 17.57,1,997,1,162000
1082,3030,25/01/22 18.30,1,1000,1,312000
1083,3033,25/01/22 18.43,1,1001,1,40000
1086,3040,25/01/22 18.51,0,186,1,120000
1087,3041,25/01/22 18.56,1,1004,1,162000
1091,3051,25/01/22 19.31,0,886,1,83000
1095,3057,25/01/22 20.08,1,1011,1,200000
1097,3068,25/01/22 20.38,1,1013,1,78000
1100,3071,25/01/22 20.50,1,1016,1,154000
1101,3076,25/01/22 20.56,1,1017,1,357000
1103,3085,25/01/22 21.22,1,1019,1,128000
1106,3097,25/01/22 22.18,1,1022,1,371000
1111,3104,25/01/22 23.07,1,1025,1,32000
1113,3106,26/01/22 00.37,1,1027,1,86000
1114,3111,26/01/22 02.54,1,1028,1,338000
1115,3115,26/01/22 04.29,1,1029,1,96000
1116,3118,26/01/22 05.36,1,1030,1,743000
1117,3120,26/01/22 05.44,1,1031,1,122000
1118,3121,26/01/22 05.46,1,1032,1,159000
1120,3122,26/01/22 06.01,1,1033,1,78000
1123,3131,26/01/22 06.31,1,1036,1,702000
1130,3162,26/01/22 09.37,1,1042,1,592000
1133,3170,26/01/22 11.25,1,1045,1,328000
1135,3177,26/01/22 12.44,1,1047,1,8000
1137,3180,26/01/22 12.49,1,1049,1,67000
1138,3181,26/01/22 12.53,1,1050,1,130000
1139,3186,26/01/22 13.29,1,1051,1,118000
1144,3197,26/01/22 14.16,1,1056,1,674000
1146,3200,26/01/22 14.42,1,1058,1,84000
1148,3205,26/01/22 15.07,1,1060,1,156000
1156,3222,26/01/22 17.04,1,1068,1,68000
1157,3226,26/01/22 17.10,1,1069,1,350000
1158,3228,26/01/22 17.24,1,1070,1,100000
1159,3229,26/01/22 17.29,1,1071,1,107000
1162,3235,26/01/22 18.25,1,1073,1,221000
1163,3237,26/01/22 18.40,1,1074,1,159000
1165,3241,26/01/22 19.08,1,1076,1,321000
1167,3251,26/01/22 19.40,1,1078,1,75000
1169,3252,26/01/22 19.47,1,1079,1,54000
1175,3263,26/01/22 20.30,0,610,1,595000
1176,3265,26/01/22 20.31,1,1085,1,72000
1178,3267,26/01/22 20.43,1,1087,1,679000
1179,3268,26/01/22 20.44,1,1088,1,220000
1183,3273,26/01/22 21.18,1,1092,1,42000
1185,3278,26/01/22 21.28,1,1094,1,206000
1187,3287,26/01/22 21.58,1,1095,1,133000
1189,3291,26/01/22 22.21,1,1097,1,618000
1191,3300,27/01/22 00.28,1,807,1,493000
1193,3303,27/01/22 01.20,0,309,1,83000
1195,3311,27/01/22 04.08,0,647,1,170000
1197,3314,27/01/22 04.38,1,1102,1,96000
1198,3315,27/01/22 05.01,1,1103,1,257000
1205,3332,27/01/22 06.34,1,1110,1,284000
1207,3339,27/01/22 07.03,1,1112,1,296000
1208,3344,27/01/22 07.19,1,1113,1,148000
1211,3352,27/01/22 07.35,1,1116,1,474000
1212,3353,27/01/22 07.37,1,1117,1,133000
1231,3419,27/01/22 17.06,1,1135,1,51000
1232,3425,27/01/22 17.51,0,737,1,310000
1234,3438,27/01/22 18.53,1,1137,1,87000
1235,3442,27/01/22 19.10,1,1138,1,322000
1236,3444,27/01/22 19.10,1,1139,1,400000
1237,3445,27/01/22 19.12,1,1140,1,59000
1238,3450,27/01/22 19.32,1,1141,1,155000
1239,3451,27/01/22 19.38,1,1142,1,225000
1240,3455,27/01/22 19.53,1,1143,1,231000
1241,3457,27/01/22 19.56,1,1144,1,24000
1243,3463,27/01/22 20.09,1,113,1,356000
1245,3464,27/01/22 20.13,1,1147,1,111000
1248,3471,27/01/22 20.27,1,1151,1,444000
1249,3469,27/01/22 20.29,1,1150,1,318000
1250,3473,27/01/22 20.39,1,1152,1,60000
1251,3475,27/01/22 20.47,1,1153,1,16000
1253,3481,27/01/22 21.38,1,1155,1,559000
1254,3485,27/01/22 22.00,1,1156,1,38000
1259,3500,27/01/22 23.56,1,1161,1,44000
1260,3501,28/01/22 00.19,1,1162,1,144000
1266,3523,28/01/22 06.02,1,1167,1,160000
1267,3527,28/01/22 06.17,1,1168,1,43000
1268,3528,28/01/22 06.20,1,1169,1,53000
1271,3536,28/01/22 06.31,1,1172,1,60000
1279,3566,28/01/22 08.48,1,1178,1,90000
1283,3572,28/01/22 10.05,1,1182,1,376000
1284,3578,28/01/22 11.13,1,1184,1,130000
1285,3577,28/01/22 11.17,1,1183,1,276000
1289,3592,28/01/22 12.55,1,1188,1,141000
1290,3596,28/01/22 13.13,1,1189,1,38000
1291,3603,28/01/22 13.55,1,1190,1,94000
1294,3608,28/01/22 14.15,1,1193,1,472000
1295,3611,28/01/22 14.39,1,1194,1,403000
1296,3612,28/01/22 14.51,1,1195,1,373000
1297,3613,28/01/22 14.56,1,1196,1,316000
1298,3614,28/01/22 14.58,1,1197,1,130000
1299,3616,28/01/22 15.43,1,1198,1,123000
1305,3634,28/01/22 18.17,1,1204,1,149000
1306,3639,28/01/22 18.25,1,1205,1,108000
1307,3640,28/01/22 18.36,1,1206,1,130000
1308,3642,28/01/22 18.38,1,1207,1,318000
1314,3661,28/01/22 20.15,1,1213,1,43000
1315,3666,28/01/22 20.31,1,1214,1,232000
1317,3671,28/01/22 21.00,1,815,1,120000
1318,3674,28/01/22 21.09,1,1217,1,226000
1320,3676,28/01/22 21.22,1,1218,1,178000
1321,3679,28/01/22 21.47,1,1219,1,203000
1323,3683,28/01/22 22.00,1,1221,1,62000
1327,3689,28/01/22 22.28,1,1225,1,250000
1328,3691,28/01/22 22.40,1,1226,1,140000
1329,3699,28/01/22 23.15,1,1227,1,307000
1333,3705,28/01/22 23.47,1,1231,1,76000
1335,3707,29/01/22 00.08,1,1233,1,133000
1339,3714,29/01/22 02.45,1,1235,1,54000
1340,3716,29/01/22 03.55,1,1236,1,133000
1341,3717,29/01/22 04.33,1,1237,1,105000
1344,3720,29/01/22 04.50,1,1240,1,81000
1345,3724,29/01/22 05.14,1,1242,1,494000
1347,3728,29/01/22 05.35,1,1243,1,34000
1348,3732,29/01/22 05.42,1,1244,1,110000
1349,3735,29/01/22 05.50,1,1245,1,373000
1350,3740,29/01/22 06.13,1,1246,1,166000
1351,3742,29/01/22 06.28,1,1247,1,83000
1352,3745,29/01/22 07.03,1,1248,1,236000
1353,3746,29/01/22 07.14,1,1249,1,90000
1362,3768,29/01/22 08.33,1,1258,1,102000
1364,3775,29/01/22 09.16,1,1259,1,367000
1365,3776,29/01/22 09.17,1,1260,1,106000
1366,3777,29/01/22 09.18,1,1261,1,53000
1367,3778,29/01/22 09.32,1,1262,1,270000
1371,3788,29/01/22 10.07,1,1266,1,431000
1374,3794,29/01/22 10.38,1,1269,1,208000
1376,3797,29/01/22 10.52,0,1166,1,240000
1377,3800,29/01/22 11.26,1,1271,1,614000
1378,3803,29/01/22 11.39,1,1272,1,75000
1381,3809,29/01/22 12.01,1,1275,1,200000
1384,3822,29/01/22 12.53,1,1278,1,101000
1386,3824,29/01/22 13.08,1,1280,1,33000
1387,3825,29/01/22 13.10,1,1281,1,220000
1389,3832,29/01/22 13.26,0,569,1,226000
1391,3835,29/01/22 13.36,1,1284,1,83000
1395,3846,29/01/22 14.16,1,1287,1,101000
1396,3847,29/01/22 14.18,1,1288,1,64000
1398,3850,29/01/22 14.31,1,1290,1,213000
1402,3860,29/01/22 14.59,1,1294,1,35000
1403,3863,29/01/22 15.11,1,1295,1,78000
1404,3872,29/01/22 15.47,1,1296,1,52000
1407,3877,29/01/22 16.15,1,1299,1,78000
1408,3884,29/01/22 16.54,1,1300,1,67000
1409,3888,29/01/22 17.11,1,1301,1,276000
1410,3892,29/01/22 17.31,1,1302,1,86000
1411,3899,29/01/22 18.11,1,1303,1,164000
1416,3927,29/01/22 19.50,1,1308,1,193000
1417,3928,29/01/22 19.54,1,1309,1,86000
1418,3931,29/01/22 20.01,1,1311,1,350000
1419,3930,29/01/22 20.01,1,1310,1,113000
1420,3941,29/01/22 20.53,0,116,1,140000
1425,3954,29/01/22 21.40,1,1316,1,40000
1426,3955,29/01/22 21.47,1,1317,1,100000
1428,3962,29/01/22 22.10,1,1319,1,32000
1429,3964,29/01/22 22.20,1,1320,1,103000
1431,3969,30/01/22 00.10,1,1322,1,223000
1433,3974,30/01/22 01.49,0,809,1,115000
1439,3994,30/01/22 06.04,1,1329,1,175000
1441,3995,30/01/22 06.22,1,1330,1,258000
1442,3999,30/01/22 06.26,1,1332,1,74000
1447,4008,30/01/22 07.11,1,1337,1,527000
1448,4010,30/01/22 07.14,1,1338,1,62000
1451,4014,30/01/22 07.27,0,1289,1,140000
1454,4025,30/01/22 07.59,1,1342,1,95000
1456,4033,30/01/22 08.23,1,1344,1,40000
1461,4041,30/01/22 08.54,1,1350,1,110000
1463,4042,30/01/22 09.01,1,419,1,565000
1464,4049,30/01/22 09.24,1,1351,1,125000
1466,4052,30/01/22 09.31,1,1352,1,58000
1467,4053,30/01/22 09.32,1,1353,1,40000
1468,4056,30/01/22 09.35,1,1355,1,40000
1470,4069,30/01/22 10.23,1,1357,1,105000
1472,4075,30/01/22 10.45,1,1359,1,96000
1473,4083,30/01/22 11.30,1,1360,1,494000
1474,4087,30/01/22 11.36,1,1361,1,133000
1476,4093,30/01/22 12.06,1,1363,1,10000
1477,4095,30/01/22 12.12,1,1364,1,214000
1478,4099,30/01/22 12.21,1,1365,1,362000
1480,4100,30/01/22 12.24,0,61,1,108000
1481,4103,30/01/22 12.29,1,1367,1,125000
1483,4108,30/01/22 12.40,1,1369,1,344000
1484,4109,30/01/22 12.42,1,1370,1,72000
1486,4117,30/01/22 13.05,1,1372,1,617000
1487,4119,30/01/22 13.09,1,1373,1,348000
